id,title,region,release_date,platform,image_url
"","AngstMan Rebooted","NTSC","2023-01-01","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/113674-1.jpg"
"","Anguna: Scourge of the Goblin King","NTSC																		(United States of America)","2021-11-14","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/94989-1.jpg"
"","Animal Clipper","Other","2021-11-16","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/101843-1.jpg"
"","Animalia Dreamland","NTSC","2022-06-06","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/113383-1.jpg"
"","Ankoku Shinwa: Yamato Takeru Densetsu","NTSC																		(Japan)","1989-03-24","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/24828-1.png"
"","Ankoro Mochi Manufacturing Factory","Other","2020-09-27","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/102870-1.jpg"
"","ANNA (アンナ)","NTSC","2026-10-29","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/113675-1.jpg"
"","Anna: The Magic of Words","NTSC","2026-10-29","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/130769-1.jpg"
"","Another World","NTSC																		(United States of America)","2022-07-03","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/102305-1.jpg"
"","Antarctic Adventure","1985-04-22","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/21067-1.jpg"
"","Antenna  Antics","NTSC","2021-01-01","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/95213-1.jpg"
"","Antenna Antics","Other","2021-10-05","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/102873-1.jpg"
"","Anticipation","1988-11-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/1618-1.jpg"
"","ANTR: Another NES Tetris Remake","Other","2018-11-10","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/106687-1.jpg"
"","AO","NTSC","2016-08-15","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/80876-1.jpg"
"","Aoki Ōkami to Shiroki Mejika: Genchou Hishi","NTSC-J","1993-03-25","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/40433-1.jpg"
"","Arabian Dream Scheherazade","1970-01-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/60010-1.jpg"
"","Arcadia VI","NTSC","1970-01-01","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/76529-1.jpg"
"","Arch Rivals: A Basketbrawl!","1990-01-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/1619-1.jpg"
"","Archon","1989-12-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/1620-1.jpg"
"","Arctic","1990-02-23","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/26247-1.jpg"
"","Arctic Adventure: Penguin & Seal","1989-01-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/8520-1.jpg"
"","Argus","1986-09-25","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/23557-1.jpg"
"","Arkade Rush","Other","2021-01-01","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/102874-1.jpg"
"","Arkanoid","1987-01-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/2153-1.jpg"
"","Arkanoid [5 Screw]","NTSC																		(United States of America)","1987-01-01","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/108550-1.jpg"
"","Arkanoid II","NTSC-J																		(Japan)","1988-03-08","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/23619-1.jpg"
"","Arkista's Ring","1990-06-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/1028-1.jpg"
"","Arlington Apple in an Interplanetary Pickle","NTSC","2017-04-25","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/113384-1.jpg"
"","Armadillo","1991-08-09","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/26248-1.jpg"
"","Armed for Battle","2014-07-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/80877-1.jpg"
"","Artelius","1987-11-13","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/26249-1.jpg"
"","Asder 20-in-1","1993-01-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/79897-1.jpg"
"","Ashen House","Other","2020-09-18","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/106686-1.jpg"
"","Asmik-kun Land","NTSC																		(Japan)","1991-12-20","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/26250-1.png"
"","Aspect Star ""N""","2019-01-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/80878-1.jpg"
"","Aspen’s Adventure","NTSC																		(United States of America)","2023-05-01","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/115472-1.jpg"
"","Assimilate","2012-02-09","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/28162-1.jpg"
"","Astérix","1993-01-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/330-1.jpg"
"","Astro Fang: Super Machine","1990-10-26","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/26383-1.jpg"
"","Astro Ninja Man","NTSC-J																		(Japan)","2020-05-09","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/102163-1.jpg"
"","Astro Ninja Man DX","NTSC-J																		(Japan)","2022-02-25","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/113024-1.jpg"
"","Astro Robo SASA","1985-08-09","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/26390-1.jpg"
"","Astro Smash 'n' Blast!","NTSC","2022-10-23","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/113678-1.jpg"
"","Astyanax","1990-03-08","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/1029-1.jpg"
"","Atari Flashback","NTSC																		(United States of America)","2004-01-01","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/80879-1.jpg"
"","Athena","1987-08-26","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/1621-1.jpg"
"","Athena","1986-01-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/81851-1.jpg"
"","Athena [5 Screw]","NTSC																		(United States of America)","1987-08-26","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/108551-1.jpg"
"","Athletic World","1987-07-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/1622-1.jpg"
"","Athletic World [5 Screw]","NTSC																		(United States of America)","1987-07-01","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/108561-1.jpg"
"","Athletic World [Family Fun Fitness]","NTSC																		(United States of America)","1987-07-01","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/108562-1.jpg"
"","Atlantic Fishing Tournament 2005","NTSC","2021-01-01","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/95215-1.jpg"
"","Atlantis no Nazo","1986-04-17","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/26391-1.jpg"
"","Atmo Sphere","Other","2021-02-28","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/107440-1.jpg"
"","Attack Animal Gakuen","NTSC																		(Japan)","1987-12-26","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/26392-1.jpg"
"","Attack of the Killer Tomatoes","1992-01-24","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/1623-1.jpg"
"","AUGE","NTSC","2014-03-09","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/113679-1.jpg"
"","Aussie Rules Footy","PAL																		(Australia)","1992-01-01","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/1624-1.jpg"
"","Auto-Upturn","1991-01-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/32677-1.jpg"
"","AV Bishoujo Senshi Girl Fighting","1994-01-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/76038-1.jpg"
"","AV Dragon Mahjang","1991-01-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/76139-1.jpg"
"","AV Hanafuda Club","1991-01-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/76030-1.jpg"
"","AV KyuuKyoku Mahjong 2","1995-01-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/76033-1.jpg"
"","AV Mahjong Club","1991-01-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/76037-1.jpg"
"","AV Pachinko","1991-01-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/76040-1.jpg"
"","Awesome Radical Pak","NTSC																		(United States of America)","2000-01-01","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/91351-1.jpg"
"","B-Wings","1986-06-03","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/21127-1.jpg"
"","Babel Blox","2018-01-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/80887-1.jpg"
"","Babel no Tou","1986-07-18","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/26449-1.jpg"
"","Baby Boomer","1989-01-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/1625-1.jpg"
"","Baby Yoda","NTSC","2019-01-01","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/80892-1.jpg"
"","Back to the Future","1989-09-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/1030-1.jpg"
"","Back to the Future Part II & III","1990-12-31","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/331-1.jpg"
"","Bad Dudes","NTSC-U","1989-07-14","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/332-2.jpg"
"","Bad Dudes Vs. Dragon Ninja","NTSC																		(United Kingdom of Great Britain and Northern Ireland)","1986-01-01","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/67671-1.jpg"
"","Bad News Baseball","1990-01-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/1627-1.jpg"
"","Bad News Baseball 2017","2017-01-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/80898-1.jpg"
"","Bad News Baseball: Under the Lights","2015-01-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/80897-1.jpg"
"","Bad Street Brawler","1987-01-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/1628-1.jpg"
"","Baken Hisshou Gaku: Gate In","1990-05-25","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/40434-1.jpg"
"","Bakushou! Star Monomane Shitenou","1990-09-14","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/40435-1.jpg"
"","Bakushou!! Ai no Gekijou","1990-12-29","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/40436-1.jpg"
"","Bakushou!! Jinsei Gekijou","1989-03-17","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/29787-1.jpg"
"","Bakushou!! Jinsei Gekijou 2","1991-05-22","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/40437-1.jpg"
"","Bakushou!! Jinsei Gekijou 3","1991-12-20","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/40438-1.jpg"
"","Ball'N'Flag","2013-01-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/80888-1.jpg"
"","Ballblazer","1988-03-04","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/26454-1.jpg"
"","Balloon Fight","NTSC-J																		(Japan)","1985-01-22","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/100103-1.jpg"
"","Balloon Fight","PAL																		(United Kingdom of Great Britain and Northern Ireland)","1986-12-15","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/108848-1.jpg"
"","Balloon Fight","NTSC-U																		(United States of America)","1986-06-01","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/333-1.jpg"
"","Balloon Fight -Iwata Edition-","2015-07-14","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/29600-1.jpg"
"","Balloon Fight [5 Screw]","NTSC-U																		(United States of America)","1985-01-22","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/93421-1.jpg"
"","Balloon Stand","NTSC","2022-10-24","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/113680-1.jpg"
"","Baltron","1986-03-19","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/26456-1.jpg"
"","Banana","1986-09-08","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/26452-1.jpg"
